	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.161115223734121
2	ENSG00000106367	7	100797677	0.0912751592025636
3	ENSG00000113812	3	53901092	0.0294121886949844
4	ENSG00000117407	1	44398991	0.118415922669576
5	ENSG00000130770	1	28562619	0.00623598860462196
6	ENSG00000139433	12	110288747	0.1825959987282
7	ENSG00000145416	4	164445449	0.343920241251682
8	ENSG00000154328	8	11627147	0.106985522502612
9	ENSG00000163820	3	45959395	0.0061671335159878
10	ENSG00000172014	9	69381811	0.0304599240688757
11	ENSG00000173258	9	114287438	0.00862236789921828
12	ENSG00000179344	6	32627243	0.00447084958876785
13	ENSG00000185100	14	105190522	0.40896781023013
14	ENSG00000186300	19	2841432	0.0175729623747679
15	ENSG00000186470	6	26365386	0.0690682636816247
16	ENSG00000186716	22	23521890	0.00266606991464399
17	ENSG00000189339	1	1592938	0.00724100626159516
18	ENSG00000196683	7	22852250	0.659298462529116
19	ENSG00000213462	7	64451186	0.0853361555653738
