	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.201031861464458
2	ENSG00000106367	7	100797677	0.0517939487056551
3	ENSG00000113812	3	53901092	0.00116847760522904
4	ENSG00000117407	1	44398991	0.00449940323212258
5	ENSG00000130770	1	28562619	0.000945433926253657
6	ENSG00000139433	12	110288747	0.00470400308106242
7	ENSG00000145416	4	164445449	0.307260906766829
8	ENSG00000154328	8	11627147	0.106985522502612
9	ENSG00000163820	3	45959395	0.000488443093373038
10	ENSG00000172014	9	69381811	0.0118080681060239
11	ENSG00000173258	9	114287438	0.00330324130368415
12	ENSG00000179344	6	32627243	0.000969231823790578
13	ENSG00000185100	14	105190522	0.508993652312952
14	ENSG00000186300	19	2841432	3.95607479105049e-05
15	ENSG00000186470	6	26365386	0.0131434503667582
16	ENSG00000186716	22	23521890	0.000427869655525083
17	ENSG00000189339	1	1592938	0.000125930453242548
18	ENSG00000196683	7	22852250	0.500871875433108
19	ENSG00000213462	7	64451186	0.0853361555653738
