	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol
ENSG00000186716.18	0.880543610498229	0.820365773692023	0.945135785589631	0.000427869655525083	0.849888556818317	0.764313361833576	0.945045049687357	0.00266606991464399	BCR
ENSG00000179344.15	0.956771857509096	0.931982081772753	0.982221016073797	0.000969231823790578	0.956740884398079	0.928011523472774	0.986359648265373	0.00447084958876785	HLA-DQB1
ENSG00000163820.13	0.900054150132591	0.848328752876681	0.954933415169369	0.000488443093373038	0.887405054019065	0.814696588533903	0.966602464011433	0.0061671335159878	FYCO1
ENSG00000130770.16	0.895061281905782	0.838129410394499	0.955860381978167	0.000945433926253657	0.885491873603476	0.811591187513895	0.966121700532104	0.00623598860462196	ATPIF1
ENSG00000189339.10	0.895970054709994	0.847046883288047	0.947718898180565	0.000125930453242548	0.89225226847921	0.821017985254947	0.969667077827879	0.00724100626159516	SLC35E2B
ENSG00000173258.11	0.962261581310902	0.937881379025455	0.98727554632666	0.00330324130368415	0.951589836048572	0.91700041086109	0.987483980754857	0.00862236789921828	ZNF483
ENSG00000186300.10	0.872355530468195	0.817357093859836	0.931054709447406	3.95607479105049e-05	0.851470149521933	0.745640754453269	0.972319996187038	0.0175729623747679	ZNF555
ENSG00000113812.12	0.841542170077455	0.758302538922888	0.933919099129759	0.00116847760522904	0.815960721073486	0.679482282645515	0.979851742038881	0.0294121886949844	ACTR8
ENSG00000172014.12	0.986774859867183	0.976601146030119	0.997054558070188	0.0118080681060239	0.986873985134847	0.975134639810071	0.998754656819112	0.0304599240688757	ANKRD20A4
ENSG00000186470.12	0.946566425281384	0.90636273243321	0.988553440480304	0.0131434503667582	0.947752297487924	0.89447759214651	1.00420002164404	0.0690682636816247	BTN3A2
ENSG00000213462.4	1.03013922409791	0.995876226512515	1.06558103584944	0.0853361555653738	1.03013922409791	0.995876226512515	1.06558103584944	0.0853361555653738	ERV3-1
ENSG00000106367.12	1.06685709237126	0.999496937362632	1.13875692160317	0.0517939487056551	1.07128296385226	0.989000555451768	1.16041106581163	0.0912751592025636	AP1S1
ENSG00000154328.14	0.950502444440734	0.893605209645509	1.01102241474869	0.106985522502612	0.950502444440734	0.893605209645509	1.01102241474869	0.106985522502612	NEIL2
ENSG00000117407.15	1.03715582310293	1.01137652444004	1.063592218528	0.00449940323212258	1.03617511611509	0.990971652055614	1.08344054951419	0.118415922669576	ARTN
ENSG00000009950.14	0.987342882379029	0.968251368839409	1.00681083317551	0.201031861464458	0.981517846531475	0.956239457235617	1.00746447531542	0.161115223734121	MLXIPL
ENSG00000139433.8	0.921667176276928	0.870983884317814	0.975299772040697	0.00470400308106242	0.92870906533021	0.832999904040737	1.03541491882853	0.1825959987282	GLTP
ENSG00000145416.12	0.978155769645171	0.937550175890106	1.02052000446991	0.307260906766829	0.97802269906125	0.934034455569989	1.02408256373726	0.343920241251682	MARCH1
ENSG00000185100.9	1.01080345474637	0.97907676500361	1.04355823838127	0.508993652312952	1.01813341151753	0.975616092136475	1.06250363437356	0.40896781023013	ADSSL1
ENSG00000196683.9	1.02247396771456	0.95840072615138	1.09083078312362	0.500871875433108	1.01704618802644	0.943424850987434	1.0964126580898	0.659298462529116	TOMM7
