	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.161115223734121
2	ENSG00000026652	6	161551010	0.0687915143710299
3	ENSG00000062725	17	58520519	0.796746048447785
4	ENSG00000063587	23	152599612	0.974188180998608
5	ENSG00000071794	3	148747913	0.0306716569699974
6	ENSG00000080345	2	152266396	0.0851816530028764
7	ENSG00000081692	1	227918125	0.510457958322116
8	ENSG00000099974	22	24309088	0.0928205563019028
9	ENSG00000104626	8	8869172	0.202796633274205
10	ENSG00000105419	19	47906380	0.0811964302577352
11	ENSG00000105750	19	21106027	0.965111296106549
12	ENSG00000105866	7	21467651	0.461801145747835
13	ENSG00000106086	7	30068040	0.0379188708617861
14	ENSG00000106367	7	100797677	0.0912751592025636
15	ENSG00000106733	9	77675488	0.000640889794641597
16	ENSG00000108064	10	60144781	0.34365574810449
17	ENSG00000108556	17	4801068	0.0869817543381795
18	ENSG00000110218	11	93862093	0.000879110134300283
19	ENSG00000111652	12	6832906	0.701297564848973
20	ENSG00000112294	6	24495079	0.00250621436498676
21	ENSG00000113812	3	53901092	0.0294121886949844
22	ENSG00000116260	1	180123968	0.00286047284285002
23	ENSG00000117228	1	89518001	0.788849828219049
24	ENSG00000122729	9	32384617	0.744443826421577
25	ENSG00000122863	10	73724122	0.801538530905635
26	ENSG00000123415	12	54558528	0.0488121372755657
27	ENSG00000130770	1	28562619	0.00623598860462196
28	ENSG00000132793	20	39969559	0.392170667562675
29	ENSG00000133731	8	82570195	0.15070767074251
30	ENSG00000134253	1	117653681	0.714662952177735
31	ENSG00000134987	5	110427413	0.179390939185354
32	ENSG00000136720	2	128994289	0.558769550446514
33	ENSG00000137815	15	41700605	0.957406140493779
34	ENSG00000139433	12	110288747	0.1825959987282
35	ENSG00000141012	16	88880141	0.000279948908222626
36	ENSG00000141580	17	80572437	0.0544225853766873
37	ENSG00000142794	1	21766620	0.266101346277289
38	ENSG00000143437	1	150782180	0.866718236342944
39	ENSG00000143622	1	155867598	0.127320091788031
40	ENSG00000144120	2	120436742	0.508497732914834
41	ENSG00000145416	4	164445449	0.343920241251682
42	ENSG00000146530	7	12370510	0.0972978554474122
43	ENSG00000149639	20	35405844	0.116548256449562
44	ENSG00000151465	10	12237963	0.0591194306325257
45	ENSG00000151498	11	134123388	0.000139654492196463
46	ENSG00000151553	10	116581502	0.316173750649984
47	ENSG00000152133	2	37311593	0.595524709180601
48	ENSG00000152223	18	43427573	0.343556811305992
49	ENSG00000153786	16	85007786	0.138564764173441
50	ENSG00000154328	8	11627147	0.106985522502612
51	ENSG00000158022	1	26377794	0.33078147614914
52	ENSG00000160305	21	47878811	0.427794442525019
53	ENSG00000160703	11	119037276	0.113349268976338
54	ENSG00000163945	4	1341053	0.444539836480742
55	ENSG00000165629	10	7830091	0.918965441943728
56	ENSG00000166037	11	95523128	0.41566613583311
57	ENSG00000166454	16	81069451	0.300617023913433
58	ENSG00000167526	16	89627064	0.93997832059377
59	ENSG00000171435	12	117890816	0.687324866931344
60	ENSG00000171903	19	16023176	0.491473902551698
61	ENSG00000172014	9	69381811	0.0304599240688757
62	ENSG00000173258	9	114287438	0.00862236789921828
63	ENSG00000173875	19	12721731	9.28906574891679e-08
64	ENSG00000175137	1	249104647	0.455782327728647
65	ENSG00000175643	16	11343475	0.411473783363526
66	ENSG00000179344	6	32627243	0.00447084958876785
67	ENSG00000182195	23	140269933	0.248394320367175
68	ENSG00000183549	16	20420855	0.0611062102770601
69	ENSG00000185100	14	105190522	0.40896781023013
70	ENSG00000185344	12	124196864	0.148544548987358
71	ENSG00000186470	6	26365386	0.0690682636816247
72	ENSG00000186716	22	23521890	0.00266606991464399
73	ENSG00000188549	15	40625957	0.0806908108204089
74	ENSG00000189339	1	1592938	0.00724100626159516
75	ENSG00000196418	1	247285276	0.212386221905096
76	ENSG00000196683	7	22852250	0.659298462529116
77	ENSG00000197619	19	52494584	0.18823344148793
78	ENSG00000198231	17	61850962	0.726200576666898
79	ENSG00000198663	6	36839645	0.176616334493085
80	ENSG00000204267	6	32789609	0.444708422823324
81	ENSG00000258986	14	104941014	0.316066499743072
82	ENSG00000272047	6	158589383	0.661850575268058
