	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.201031861464458
2	ENSG00000026652	6	161551010	0.000332763644566032
3	ENSG00000062725	17	58520519	0.749125185134227
4	ENSG00000063587	23	152599612	0.962522077705371
5	ENSG00000071794	3	148747913	0.000709948721913318
6	ENSG00000080345	2	152266396	0.0346137071494666
7	ENSG00000081692	1	227918125	0.415555424357051
8	ENSG00000099974	22	24309088	0.000848334636101339
9	ENSG00000104626	8	8869172	0.398664842954773
10	ENSG00000105419	19	47906380	0.0133731485221365
11	ENSG00000105750	19	21106027	0.912887579004055
12	ENSG00000105866	7	21467651	0.349225041082884
13	ENSG00000106086	7	30068040	0.00773515309677204
14	ENSG00000106367	7	100797677	0.0517939487056551
15	ENSG00000106733	9	77675488	4.08350492378969e-07
16	ENSG00000108064	10	60144781	0.147029478116733
17	ENSG00000108556	17	4801068	0.0108966237785202
18	ENSG00000110218	11	93862093	7.37630647070118e-09
19	ENSG00000111652	12	6832906	0.276468281724625
20	ENSG00000112294	6	24495079	1.08591098931077e-05
21	ENSG00000113812	3	53901092	0.00116847760522904
22	ENSG00000116260	1	180123968	4.81669464180157e-05
23	ENSG00000117228	1	89518001	0.27860972587999
24	ENSG00000122729	9	32384617	0.527665698063957
25	ENSG00000122863	10	73724122	0.457650922802917
26	ENSG00000123415	12	54558528	0.0115630009481312
27	ENSG00000130770	1	28562619	0.000945433926253657
28	ENSG00000132793	20	39969559	0.874427400062022
29	ENSG00000133731	8	82570195	0.175971257580318
30	ENSG00000134253	1	117653681	0.840070045754385
31	ENSG00000134987	5	110427413	0.114670124043748
32	ENSG00000136720	2	128994289	0.0880862823268753
33	ENSG00000137815	15	41700605	0.972516867341478
34	ENSG00000139433	12	110288747	0.00470400308106242
35	ENSG00000141012	16	88880141	4.07751170545388e-07
36	ENSG00000141580	17	80572437	0.0592296732670559
37	ENSG00000142794	1	21766620	0.201811089744414
38	ENSG00000143437	1	150782180	0.866718236342944
39	ENSG00000143622	1	155867598	0.223660396700104
40	ENSG00000144120	2	120436742	0.421165768485367
41	ENSG00000145416	4	164445449	0.307260906766829
42	ENSG00000146530	7	12370510	0.0505104135168929
43	ENSG00000149639	20	35405844	0.0185767847507413
44	ENSG00000151465	10	12237963	0.000680046883425854
45	ENSG00000151498	11	134123388	2.07256389536333e-09
46	ENSG00000151553	10	116581502	0.141488954920849
47	ENSG00000152133	2	37311593	0.3572445282456
48	ENSG00000152223	18	43427573	0.161079443792809
49	ENSG00000153786	16	85007786	0.00532938685192427
50	ENSG00000154328	8	11627147	0.106985522502612
51	ENSG00000158022	1	26377794	0.134720572243033
52	ENSG00000160305	21	47878811	0.182862300238757
53	ENSG00000160703	11	119037276	0.0195896601679783
54	ENSG00000163945	4	1341053	0.0709347412819875
55	ENSG00000165629	10	7830091	0.918965441943728
56	ENSG00000166037	11	95523128	0.128930753076813
57	ENSG00000166454	16	81069451	0.366625602393568
58	ENSG00000167526	16	89627064	0.679392669812211
59	ENSG00000171435	12	117890816	0.312981184825083
60	ENSG00000171903	19	16023176	0.943063696659226
61	ENSG00000172014	9	69381811	0.0118080681060239
62	ENSG00000173258	9	114287438	0.00330324130368415
63	ENSG00000173875	19	12721731	8.52286598497865e-10
64	ENSG00000175137	1	249104647	0.430453331555062
65	ENSG00000175643	16	11343475	0.0268752627039644
66	ENSG00000179344	6	32627243	0.000969231823790578
67	ENSG00000182195	23	140269933	0.0557613749757652
68	ENSG00000183549	16	20420855	0.00105119410321518
69	ENSG00000185100	14	105190522	0.508993652312952
70	ENSG00000185344	12	124196864	0.148544548987358
71	ENSG00000186470	6	26365386	0.0131434503667582
72	ENSG00000186716	22	23521890	0.000427869655525083
73	ENSG00000188549	15	40625957	0.0143937716983407
74	ENSG00000189339	1	1592938	0.000125930453242548
75	ENSG00000196418	1	247285276	0.0288498017840483
76	ENSG00000196683	7	22852250	0.500871875433108
77	ENSG00000197619	19	52494584	0.143654507706708
78	ENSG00000198231	17	61850962	0.49257685034267
79	ENSG00000198663	6	36839645	0.109981096976027
80	ENSG00000204267	6	32789609	0.639658054945913
81	ENSG00000258986	14	104941014	0.0658432888344736
82	ENSG00000272047	6	158589383	0.404158433069289
