	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.33802205265978
2	ENSG00000026652	6	161551010	0.104240303363178
3	ENSG00000062725	17	58520519	3.10987478767249e-06
4	ENSG00000063587	23	152599612	0.245814683254283
5	ENSG00000071794	3	148747913	0.186128116811959
6	ENSG00000080345	2	152266396	0.21881116035757
7	ENSG00000081692	1	227918125	0.00129969083091474
8	ENSG00000099974	22	24309088	0.12374186241999
9	ENSG00000104626	8	8869172	0.00112718348353667
10	ENSG00000105419	19	47906380	0.961025221011812
11	ENSG00000105750	19	21106027	0.963100185992435
12	ENSG00000105866	7	21467651	0.134214203352677
13	ENSG00000106086	7	30068040	8.36000384266007e-10
14	ENSG00000106367	7	100797677	3.61287753281401e-12
15	ENSG00000106733	9	77675488	0.000186512060833252
16	ENSG00000108064	10	60144781	0.775560214238651
17	ENSG00000108556	17	4801068	0.0932194697399581
18	ENSG00000110218	11	93862093	0.0202314885149992
19	ENSG00000111652	12	6832906	0.213932050285908
20	ENSG00000112294	6	24495079	0.0060274136223531
21	ENSG00000113812	3	53901092	0.776173574951818
22	ENSG00000116260	1	180123968	0.850991728209103
23	ENSG00000117228	1	89518001	0.632524544945417
24	ENSG00000122729	9	32384617	2.3592215620101e-05
25	ENSG00000122863	10	73724122	0.118504258396884
26	ENSG00000123415	12	54558528	2.34150039492373e-08
27	ENSG00000130770	1	28562619	0.756479013442983
28	ENSG00000132793	20	39969559	0.000270260139317389
29	ENSG00000133731	8	82570195	0.30157037421178
30	ENSG00000134253	1	117653681	0.0201088620799339
31	ENSG00000134987	5	110427413	0.199473720814188
32	ENSG00000136720	2	128994289	0.339160584571826
33	ENSG00000137815	15	41700605	0.122108611772831
34	ENSG00000139433	12	110288747	0.534014739495945
35	ENSG00000141012	16	88880141	0.000127038491407062
36	ENSG00000141580	17	80572437	1.00321651123072e-05
37	ENSG00000142794	1	21766620	0.0187065504707459
38	ENSG00000143437	1	150782180	7.72082591151957e-05
39	ENSG00000143622	1	155867598	0.0492302868478024
40	ENSG00000144120	2	120436742	0.180867101675761
41	ENSG00000145416	4	164445449	0.35485366513207
42	ENSG00000146530	7	12370510	0.231395382012253
43	ENSG00000149639	20	35405844	0.463213652350186
44	ENSG00000151465	10	12237963	1.5243000437204e-07
45	ENSG00000151498	11	134123388	0.00429075256816374
46	ENSG00000151553	10	116581502	1.05835471941441e-05
47	ENSG00000152133	2	37311593	0.0388652092781695
48	ENSG00000152223	18	43427573	0.000302933102076846
49	ENSG00000153786	16	85007786	0.828568259588929
50	ENSG00000154328	8	11627147	0.173379788544048
51	ENSG00000158022	1	26377794	9.19751905178464e-06
52	ENSG00000160305	21	47878811	0.470488471228277
53	ENSG00000160703	11	119037276	0.00969535260827137
54	ENSG00000163945	4	1341053	0.00220920617123053
55	ENSG00000165629	10	7830091	0.603768380856644
56	ENSG00000166037	11	95523128	0.918192861564277
57	ENSG00000166454	16	81069451	0.370903021513359
58	ENSG00000167526	16	89627064	0.0272606469107131
59	ENSG00000171435	12	117890816	0.651713467526159
60	ENSG00000171903	19	16023176	0.660140473678913
61	ENSG00000172014	9	69381811	0.00184615476355525
62	ENSG00000173258	9	114287438	0.000352357475520532
63	ENSG00000173875	19	12721731	0.139149896211258
64	ENSG00000175137	1	249104647	0.0532152158576586
65	ENSG00000175643	16	11343475	3.90398006959984e-14
66	ENSG00000179344	6	32627243	0.563739971218179
67	ENSG00000182195	23	140269933	0.0142340740480425
68	ENSG00000183549	16	20420855	4.74415381212074e-09
69	ENSG00000185100	14	105190522	0.418810203683804
70	ENSG00000185344	12	124196864	0.0826549074354763
71	ENSG00000186470	6	26365386	0.281587983561888
72	ENSG00000186716	22	23521890	0.375526757864519
73	ENSG00000188549	15	40625957	0.11776653060171
74	ENSG00000189339	1	1592938	0.0689734768344659
75	ENSG00000196418	1	247285276	0.0232767756413245
76	ENSG00000196683	7	22852250	0.574919996162758
77	ENSG00000197619	19	52494584	3.20742018844557e-06
78	ENSG00000198231	17	61850962	0.671194476072821
79	ENSG00000198663	6	36839645	4.33232134969629e-08
80	ENSG00000204267	6	32789609	1.6861631834616e-07
81	ENSG00000258986	14	104941014	0.0571562978046108
82	ENSG00000272047	6	158589383	0.0567863391304266
