	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.338023333393339
2	ENSG00000010165	1	171750787	0.00279533913449519
3	ENSG00000011198	3	43731604	0.0434026161202289
4	ENSG00000012061	19	45910590	6.03927317284384e-05
5	ENSG00000026652	6	161551010	0.10424028781773
6	ENSG00000060069	18	77439800	0.380765908223207
7	ENSG00000062725	17	58520519	3.10987463442013e-06
8	ENSG00000063587	23	152599612	0.245814663727576
9	ENSG00000064218	9	976963	0.00368554875126226
10	ENSG00000071794	3	148747913	0.186128141463726
11	ENSG00000074410	15	63613576	0.738677490908103
12	ENSG00000078124	11	76571910	0.738987200697809
13	ENSG00000085449	2	224740063	0.645637628770135
14	ENSG00000099974	22	24309088	0.123742462481296
15	ENSG00000100220	22	32783568	0.90628210716848
16	ENSG00000100228	22	23487512	0.696986167547737
17	ENSG00000103018	16	69458427	0.968911986188357
18	ENSG00000105750	19	21106027	0.963114262727076
19	ENSG00000105866	7	21467651	0.134214245083376
20	ENSG00000106086	7	30068040	8.35999050812369e-10
21	ENSG00000106367	7	100797677	3.61287814688258e-12
22	ENSG00000106733	9	77675488	0.000186512314861542
23	ENSG00000108556	17	4801068	0.0932328221926235
24	ENSG00000108590	17	6546634	0.285838608952319
25	ENSG00000108960	17	53469973	0.756951088547573
26	ENSG00000111802	6	24650204	0.183895494168131
27	ENSG00000112139	6	37600283	0.0338302004316366
28	ENSG00000112294	6	24495079	0.0060274134650298
29	ENSG00000114850	3	156257928	0.0794724892279496
30	ENSG00000117407	1	44398991	2.6073385137966e-05
31	ENSG00000123415	12	54558528	2.34149790819094e-08
32	ENSG00000125637	2	113914901	0.991806059070391
33	ENSG00000132793	20	39969559	0.000270259849721885
34	ENSG00000133731	8	82570195	0.301570411662696
35	ENSG00000134987	5	110427413	0.199473701365749
36	ENSG00000136144	13	50106081	0.887179360042984
37	ENSG00000136193	7	29959718	0.473583945476686
38	ENSG00000136807	9	130547957	0.297210856318454
39	ENSG00000139343	12	96252705	1.0666255395075e-16
40	ENSG00000139433	12	110288747	0.53401473382228
41	ENSG00000141012	16	88880141	0.000127038650280035
42	ENSG00000141580	17	80572437	1.0032164297839e-05
43	ENSG00000142794	1	21766620	0.0187063176565793
44	ENSG00000143622	1	155867598	0.0492302941736245
45	ENSG00000143727	2	264139	0.00915620471989498
46	ENSG00000144369	2	187558697	0.411298715508192
47	ENSG00000145416	4	164445449	0.354857797149357
48	ENSG00000146530	7	12370510	0.231350248478049
49	ENSG00000151553	10	116581502	1.05835474335166e-05
50	ENSG00000151715	11	129685713	0.461025032015745
51	ENSG00000153786	16	85007786	0.828568254386182
52	ENSG00000161048	7	102740222	0.00164668038038095
53	ENSG00000163207	1	152881020	0.127926400996325
54	ENSG00000163820	3	45959395	3.02265213083947e-06
55	ENSG00000163945	4	1341053	0.00220920571346372
56	ENSG00000164855	7	1581870	0.0158825495784102
57	ENSG00000165138	9	101493610	0.0793498426521085
58	ENSG00000165629	10	7830091	0.60376837755972
59	ENSG00000166037	11	95523128	0.918192882734132
60	ENSG00000166548	16	66547650	0.00368185881571381
61	ENSG00000166828	16	23194035	0.0194626424622157
62	ENSG00000167526	16	89627064	0.027260646769504
63	ENSG00000168779	3	157814947	8.14662141028214e-05
64	ENSG00000171860	12	8210897	0.992036004661044
65	ENSG00000171903	19	16023176	0.660158031694732
66	ENSG00000172014	9	69381811	0.00183854303900222
67	ENSG00000173258	9	114287438	0.000352144907656656
68	ENSG00000173578	3	46058515	5.35140367995623e-05
69	ENSG00000175137	1	249104647	0.0532152082542631
70	ENSG00000175893	9	14611068	0.140839335980833
71	ENSG00000179344	6	32627243	0.563739985900903
72	ENSG00000181481	17	29295802	0.435436833478932
73	ENSG00000181915	10	64564515	0.85836078306133
74	ENSG00000182141	19	21473961	0.545173234299893
75	ENSG00000182195	23	140269933	0.0142340746210016
76	ENSG00000183549	16	20420855	4.74394738102697e-09
77	ENSG00000183826	6	38136226	0.0123113664042593
78	ENSG00000185100	14	105190522	0.418811179491446
79	ENSG00000185344	12	124196864	0.0826549146617247
80	ENSG00000186300	19	2841432	0.202663496896961
81	ENSG00000186470	6	26365386	0.281588004489634
82	ENSG00000186716	22	23521890	0.375526723336196
83	ENSG00000186951	22	46546423	2.51745907088166e-05
84	ENSG00000187239	9	132649465	3.47924363572986e-06
85	ENSG00000189339	1	1592938	0.0689734795697832
86	ENSG00000196418	1	247285276	0.0232767991372936
87	ENSG00000196683	7	22852250	0.57491999068544
88	ENSG00000197619	19	52494584	3.20724671220339e-06
89	ENSG00000198231	17	61850962	0.671194430332376
90	ENSG00000204267	6	32789609	1.68616357692332e-07
91	ENSG00000205269	6	11537937	4.73633986258983e-11
92	ENSG00000213462	7	64451186	0.073052800278763
93	ENSG00000240230	7	938414	0.00130350031722179
94	ENSG00000250305	8	12803150	7.75658109667582e-05
