	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.201031861464458
2	ENSG00000010165	1	171750787	0.0842218210404392
3	ENSG00000011198	3	43731604	0.375451688898465
4	ENSG00000012061	19	45910590	0.764217402549681
5	ENSG00000026652	6	161551010	0.000332763644566032
6	ENSG00000060069	18	77439800	0.0931642560907071
7	ENSG00000062725	17	58520519	0.749125185134227
8	ENSG00000063587	23	152599612	0.962522077705371
9	ENSG00000064218	9	976963	2.53661793810689e-06
10	ENSG00000071794	3	148747913	0.000709948721913318
11	ENSG00000074410	15	63613576	0.133516726324422
12	ENSG00000078124	11	76571910	0.222558634184093
13	ENSG00000085449	2	224740063	0.955948255300933
14	ENSG00000099974	22	24309088	0.000848334636101339
15	ENSG00000100220	22	32783568	0.161273996691668
16	ENSG00000100228	22	23487512	0.000383419600963013
17	ENSG00000103018	16	69458427	0.333871618020815
18	ENSG00000105750	19	21106027	0.912887579004055
19	ENSG00000105866	7	21467651	0.349225041082884
20	ENSG00000106086	7	30068040	0.00773515309677204
21	ENSG00000106367	7	100797677	0.0517939487056551
22	ENSG00000106733	9	77675488	4.08350492378969e-07
23	ENSG00000108556	17	4801068	0.0108966237785202
24	ENSG00000108590	17	6546634	0.119174371466102
25	ENSG00000108960	17	53469973	1.41728154371056e-07
26	ENSG00000111802	6	24650204	0.532468179398935
27	ENSG00000112139	6	37600283	0.00514898829028561
28	ENSG00000112294	6	24495079	1.08591098931077e-05
29	ENSG00000114850	3	156257928	0.000221981044301802
30	ENSG00000117407	1	44398991	0.00449940323212258
31	ENSG00000123415	12	54558528	0.0115630009481312
32	ENSG00000125637	2	113914901	3.817196568404e-06
33	ENSG00000132793	20	39969559	0.874427400062022
34	ENSG00000133731	8	82570195	0.175971257580318
35	ENSG00000134987	5	110427413	0.114670124043748
36	ENSG00000136144	13	50106081	0.00590864294290592
37	ENSG00000136193	7	29959718	0.000131969838285575
38	ENSG00000136807	9	130547957	0.732308162792986
39	ENSG00000139343	12	96252705	0.0410204013301791
40	ENSG00000139433	12	110288747	0.00470400308106242
41	ENSG00000141012	16	88880141	4.07751170545388e-07
42	ENSG00000141580	17	80572437	0.0592296732670559
43	ENSG00000142794	1	21766620	0.201811089744414
44	ENSG00000143622	1	155867598	0.223660396700104
45	ENSG00000143727	2	264139	0.0225314160082521
46	ENSG00000144369	2	187558697	6.6463722263109e-05
47	ENSG00000145416	4	164445449	0.307260906766829
48	ENSG00000146530	7	12370510	0.0505104135168929
49	ENSG00000151553	10	116581502	0.141488954920849
50	ENSG00000151715	11	129685713	0.356916747713309
51	ENSG00000153786	16	85007786	0.00532938685192427
52	ENSG00000161048	7	102740222	0.000133681843950204
53	ENSG00000163207	1	152881020	0.156484771996142
54	ENSG00000163820	3	45959395	0.000488443093373038
55	ENSG00000163945	4	1341053	0.0709347412819875
56	ENSG00000164855	7	1581870	0.703647355249091
57	ENSG00000165138	9	101493610	0.411374468784498
58	ENSG00000165629	10	7830091	0.918965441943728
59	ENSG00000166037	11	95523128	0.128930753076813
60	ENSG00000166548	16	66547650	0.0878978306996625
61	ENSG00000166828	16	23194035	0.258998424181732
62	ENSG00000167526	16	89627064	0.679392669812211
63	ENSG00000168779	3	157814947	2.04844870494946e-10
64	ENSG00000171860	12	8210897	0.870991809998652
65	ENSG00000171903	19	16023176	0.943063696659226
66	ENSG00000172014	9	69381811	0.0118080681060239
67	ENSG00000173258	9	114287438	0.00330324130368415
68	ENSG00000173578	3	46058515	3.0231435039483e-11
69	ENSG00000175137	1	249104647	0.430453331555062
70	ENSG00000175893	9	14611068	0.00104315360641857
71	ENSG00000179344	6	32627243	0.000969231823790578
72	ENSG00000181481	17	29295802	0.223973697065584
73	ENSG00000181915	10	64564515	0.241834438562637
74	ENSG00000182141	19	21473961	0.00521876761844061
75	ENSG00000182195	23	140269933	0.0557613749757652
76	ENSG00000183549	16	20420855	0.00105119410321518
77	ENSG00000183826	6	38136226	0.00578864156061037
78	ENSG00000185100	14	105190522	0.508993652312952
79	ENSG00000185344	12	124196864	0.148544548987358
80	ENSG00000186300	19	2841432	3.95607479105049e-05
81	ENSG00000186470	6	26365386	0.0131434503667582
82	ENSG00000186716	22	23521890	0.000427869655525083
83	ENSG00000186951	22	46546423	7.24540236306024e-05
84	ENSG00000187239	9	132649465	0.388436635155858
85	ENSG00000189339	1	1592938	0.000125930453242548
86	ENSG00000196418	1	247285276	0.0288498017840483
87	ENSG00000196683	7	22852250	0.500871875433108
88	ENSG00000197619	19	52494584	0.143654507706708
89	ENSG00000198231	17	61850962	0.49257685034267
90	ENSG00000204267	6	32789609	0.639658054945913
91	ENSG00000205269	6	11537937	0.180990329457402
92	ENSG00000213462	7	64451186	0.0853361555653738
93	ENSG00000240230	7	938414	0.012973883823829
94	ENSG00000250305	8	12803150	0.000676013041943394
