	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.161115223734121
2	ENSG00000010165	1	171750787	0.129157838041666
3	ENSG00000011198	3	43731604	0.753230769711338
4	ENSG00000012061	19	45910590	0.777665727161252
5	ENSG00000026652	6	161551010	0.0687915143710299
6	ENSG00000060069	18	77439800	0.123001441524168
7	ENSG00000062725	17	58520519	0.796746048447785
8	ENSG00000063587	23	152599612	0.974188180998608
9	ENSG00000064218	9	976963	0.0356564628536288
10	ENSG00000071794	3	148747913	0.0306716569699974
11	ENSG00000074410	15	63613576	0.166137408306514
12	ENSG00000078124	11	76571910	0.54536831624656
13	ENSG00000085449	2	224740063	0.650379941822458
14	ENSG00000099974	22	24309088	0.0928205563019028
15	ENSG00000100220	22	32783568	0.16186447559926
16	ENSG00000100228	22	23487512	0.0079733691399217
17	ENSG00000103018	16	69458427	0.869812089473586
18	ENSG00000105750	19	21106027	0.965111296106549
19	ENSG00000105866	7	21467651	0.461801145747835
20	ENSG00000106086	7	30068040	0.0379188708617861
21	ENSG00000106367	7	100797677	0.0912751592025636
22	ENSG00000106733	9	77675488	0.000640889794641597
23	ENSG00000108556	17	4801068	0.0869817543381795
24	ENSG00000108590	17	6546634	0.20210941094598
25	ENSG00000108960	17	53469973	0.00170467466050898
26	ENSG00000111802	6	24650204	0.739827697900754
27	ENSG00000112139	6	37600283	0.0280145776291462
28	ENSG00000112294	6	24495079	0.00250621436498676
29	ENSG00000114850	3	156257928	0.023820270922653
30	ENSG00000117407	1	44398991	0.118415922669576
31	ENSG00000123415	12	54558528	0.0488121372755657
32	ENSG00000125637	2	113914901	0.016575152658435
33	ENSG00000132793	20	39969559	0.392170667562675
34	ENSG00000133731	8	82570195	0.15070767074251
35	ENSG00000134987	5	110427413	0.179390939185354
36	ENSG00000136144	13	50106081	0.0375053959670869
37	ENSG00000136193	7	29959718	0.0358908480066467
38	ENSG00000136807	9	130547957	0.2518728123369
39	ENSG00000139343	12	96252705	0.27350996361699
40	ENSG00000139433	12	110288747	0.1825959987282
41	ENSG00000141012	16	88880141	0.000279948908222626
42	ENSG00000141580	17	80572437	0.0544225853766873
43	ENSG00000142794	1	21766620	0.266101346277289
44	ENSG00000143622	1	155867598	0.127320091788031
45	ENSG00000143727	2	264139	0.0478623582164862
46	ENSG00000144369	2	187558697	0.0168772152297441
47	ENSG00000145416	4	164445449	0.343920241251682
48	ENSG00000146530	7	12370510	0.0972978554474122
49	ENSG00000151553	10	116581502	0.316173750649984
50	ENSG00000151715	11	129685713	0.488281936874153
51	ENSG00000153786	16	85007786	0.138564764173441
52	ENSG00000161048	7	102740222	0.0149402214512646
53	ENSG00000163207	1	152881020	0.349326664428655
54	ENSG00000163820	3	45959395	0.0061671335159878
55	ENSG00000163945	4	1341053	0.444539836480742
56	ENSG00000164855	7	1581870	0.266354634553506
57	ENSG00000165138	9	101493610	0.773847497182097
58	ENSG00000165629	10	7830091	0.918965441943728
59	ENSG00000166037	11	95523128	0.41566613583311
60	ENSG00000166548	16	66547650	0.360838661192169
61	ENSG00000166828	16	23194035	0.754159339785372
62	ENSG00000167526	16	89627064	0.93997832059377
63	ENSG00000168779	3	157814947	0.00928890357978487
64	ENSG00000171860	12	8210897	0.734270836596695
65	ENSG00000171903	19	16023176	0.491473902551698
66	ENSG00000172014	9	69381811	0.0304599240688757
67	ENSG00000173258	9	114287438	0.00862236789921828
68	ENSG00000173578	3	46058515	8.28774359125081e-07
69	ENSG00000175137	1	249104647	0.455782327728647
70	ENSG00000175893	9	14611068	0.0215265126726631
71	ENSG00000179344	6	32627243	0.00447084958876785
72	ENSG00000181481	17	29295802	0.760682926759566
73	ENSG00000181915	10	64564515	0.502306466484417
74	ENSG00000182141	19	21473961	0.0572359166880764
75	ENSG00000182195	23	140269933	0.248394320367175
76	ENSG00000183549	16	20420855	0.0611062102770601
77	ENSG00000183826	6	38136226	0.0751706892855735
78	ENSG00000185100	14	105190522	0.40896781023013
79	ENSG00000185344	12	124196864	0.148544548987358
80	ENSG00000186300	19	2841432	0.0175729623747679
81	ENSG00000186470	6	26365386	0.0690682636816247
82	ENSG00000186716	22	23521890	0.00266606991464399
83	ENSG00000186951	22	46546423	0.00139918950062471
84	ENSG00000187239	9	132649465	0.516879102295694
85	ENSG00000189339	1	1592938	0.00724100626159516
86	ENSG00000196418	1	247285276	0.212386221905096
87	ENSG00000196683	7	22852250	0.659298462529116
88	ENSG00000197619	19	52494584	0.18823344148793
89	ENSG00000198231	17	61850962	0.726200576666898
90	ENSG00000204267	6	32789609	0.444708422823324
91	ENSG00000205269	6	11537937	0.514072319636439
92	ENSG00000213462	7	64451186	0.0853361555653738
93	ENSG00000240230	7	938414	0.13691465911724
94	ENSG00000250305	8	12803150	0.0200638267347791
