	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.33803908483205
2	ENSG00000063587	23	152599612	0.245814701334214
3	ENSG00000093000	22	45559721	0.106812948282271
4	ENSG00000099974	22	24309088	0.123743961221748
5	ENSG00000102445	13	46916138	0.437107845757374
6	ENSG00000104626	8	8869172	0.00112718594967686
7	ENSG00000105419	19	47906380	0.961023786247493
8	ENSG00000105866	7	21467651	0.134214431093221
9	ENSG00000106018	7	158820865	4.94095441142541e-13
10	ENSG00000106086	7	30068040	8.35995586858413e-10
11	ENSG00000106367	7	100797677	3.61287804692521e-12
12	ENSG00000106636	7	44240566	5.56594843554194e-11
13	ENSG00000106733	9	77675488	0.000186512167657523
14	ENSG00000108556	17	4801068	0.0932272308444414
15	ENSG00000111652	12	6832906	0.213932036380617
16	ENSG00000112294	6	24495079	0.00602741449915189
17	ENSG00000113812	3	53901092	0.776173808135896
18	ENSG00000115827	2	172290726	0.59554352567172
19	ENSG00000117407	1	44398991	2.6068982142809e-05
20	ENSG00000123415	12	54558528	2.34150290836182e-08
21	ENSG00000127328	12	70132460	0.00969254658113745
22	ENSG00000128928	15	40697685	0.00042149948704972
23	ENSG00000130770	1	28562619	0.756479010038891
24	ENSG00000133731	8	82570195	0.301570406284046
25	ENSG00000134987	5	110427413	0.199473668710377
26	ENSG00000136144	13	50106081	0.887179352321249
27	ENSG00000139433	12	110288747	0.534014733211065
28	ENSG00000141012	16	88880141	0.000127038660419732
29	ENSG00000141580	17	80572437	1.0032168146156e-05
30	ENSG00000142794	1	21766620	0.0187064935230714
31	ENSG00000143437	1	150782180	7.72082339600779e-05
32	ENSG00000143622	1	155867598	0.0492302930802533
33	ENSG00000145416	4	164445449	0.354859016888894
34	ENSG00000146530	7	12370510	0.231305913370242
35	ENSG00000151553	10	116581502	1.05835489906356e-05
36	ENSG00000151650	10	135050907	0.625012894033854
37	ENSG00000153147	4	144434615	0.291449741651119
38	ENSG00000154328	8	11627147	0.173379750232251
39	ENSG00000160305	21	47878811	0.47048843673621
40	ENSG00000163820	3	45959395	3.02265255635236e-06
41	ENSG00000163945	4	1341053	0.00220920585608562
42	ENSG00000165629	10	7830091	0.603768379661602
43	ENSG00000166037	11	95523128	0.918192918290534
44	ENSG00000166548	16	66547650	0.00368185937986114
45	ENSG00000167526	16	89627064	0.0272606467816322
46	ENSG00000168397	2	242576627	2.19006581077629e-06
47	ENSG00000168779	3	157814947	8.1539313891512e-05
48	ENSG00000171860	12	8210897	0.992035964644713
49	ENSG00000171903	19	16023176	0.660285220715556
50	ENSG00000172014	9	69381811	0.00183839132111149
51	ENSG00000173258	9	114287438	0.000352532450625384
52	ENSG00000175137	1	249104647	0.053215197448718
53	ENSG00000175387	18	45357921	0.210371988062975
54	ENSG00000179344	6	32627243	0.563739985485392
55	ENSG00000181649	11	2949502	0.000100608857803135
56	ENSG00000182195	23	140269933	0.014234073424559
57	ENSG00000182253	15	99638419	0.000237984500743677
58	ENSG00000183186	19	405437	0.924042182028229
59	ENSG00000183549	16	20420855	4.7442007362163e-09
60	ENSG00000185100	14	105190522	0.418811854246172
61	ENSG00000185344	12	124196864	0.0826549666347308
62	ENSG00000186470	6	26365386	0.281587982228605
63	ENSG00000186716	22	23521890	0.375526813251288
64	ENSG00000189339	1	1592938	0.0689734874965133
65	ENSG00000196418	1	247285276	0.0232767556539499
66	ENSG00000196683	7	22852250	0.574919994465285
67	ENSG00000198231	17	61850962	0.671194434852239
68	ENSG00000198625	1	204485510	0.00507262075807494
69	ENSG00000204267	6	32789609	1.68616241831989e-07
70	ENSG00000205086	2	42162507	0.722971265934847
71	ENSG00000205269	6	11537937	4.73633405867254e-11
72	ENSG00000213462	7	64451186	0.0730527957695722
73	ENSG00000235162	12	105629067	0.000635686594162952
74	ENSG00000272047	6	158589383	0.0567863366174485
