	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.201031861464458
2	ENSG00000063587	23	152599612	0.962522077705371
3	ENSG00000093000	22	45559721	0.633468855501677
4	ENSG00000099974	22	24309088	0.000848334636101339
5	ENSG00000102445	13	46916138	0.0435058459487678
6	ENSG00000104626	8	8869172	0.398664842954773
7	ENSG00000105419	19	47906380	0.0133731485221365
8	ENSG00000105866	7	21467651	0.349225041082884
9	ENSG00000106018	7	158820865	0.13763104594006
10	ENSG00000106086	7	30068040	0.00773515309677204
11	ENSG00000106367	7	100797677	0.0517939487056551
12	ENSG00000106636	7	44240566	1.22808172044797e-12
13	ENSG00000106733	9	77675488	4.08350492378969e-07
14	ENSG00000108556	17	4801068	0.0108966237785202
15	ENSG00000111652	12	6832906	0.276468281724625
16	ENSG00000112294	6	24495079	1.08591098931077e-05
17	ENSG00000113812	3	53901092	0.00116847760522904
18	ENSG00000115827	2	172290726	0.317897442107281
19	ENSG00000117407	1	44398991	0.00449940323212258
20	ENSG00000123415	12	54558528	0.0115630009481312
21	ENSG00000127328	12	70132460	0.0123680229253561
22	ENSG00000128928	15	40697685	0.00287078280794056
23	ENSG00000130770	1	28562619	0.000945433926253657
24	ENSG00000133731	8	82570195	0.175971257580318
25	ENSG00000134987	5	110427413	0.114670124043748
26	ENSG00000136144	13	50106081	0.00590864294290592
27	ENSG00000139433	12	110288747	0.00470400308106242
28	ENSG00000141012	16	88880141	4.07751170545388e-07
29	ENSG00000141580	17	80572437	0.0592296732670559
30	ENSG00000142794	1	21766620	0.201811089744414
31	ENSG00000143437	1	150782180	0.866718236342944
32	ENSG00000143622	1	155867598	0.223660396700104
33	ENSG00000145416	4	164445449	0.307260906766829
34	ENSG00000146530	7	12370510	0.0505104135168929
35	ENSG00000151553	10	116581502	0.141488954920849
36	ENSG00000151650	10	135050907	0.791377061577058
37	ENSG00000153147	4	144434615	0.731186627137122
38	ENSG00000154328	8	11627147	0.106985522502612
39	ENSG00000160305	21	47878811	0.182862300238757
40	ENSG00000163820	3	45959395	0.000488443093373038
41	ENSG00000163945	4	1341053	0.0709347412819875
42	ENSG00000165629	10	7830091	0.918965441943728
43	ENSG00000166037	11	95523128	0.128930753076813
44	ENSG00000166548	16	66547650	0.0878978306996625
45	ENSG00000167526	16	89627064	0.679392669812211
46	ENSG00000168397	2	242576627	0.661487293462663
47	ENSG00000168779	3	157814947	2.04844870494946e-10
48	ENSG00000171860	12	8210897	0.870991809998652
49	ENSG00000171903	19	16023176	0.943063696659226
50	ENSG00000172014	9	69381811	0.0118080681060239
51	ENSG00000173258	9	114287438	0.00330324130368415
52	ENSG00000175137	1	249104647	0.430453331555062
53	ENSG00000175387	18	45357921	0.922637668903478
54	ENSG00000179344	6	32627243	0.000969231823790578
55	ENSG00000181649	11	2949502	3.39681764714579e-08
56	ENSG00000182195	23	140269933	0.0557613749757652
57	ENSG00000182253	15	99638419	0.593399280501621
58	ENSG00000183186	19	405437	0.82373948969322
59	ENSG00000183549	16	20420855	0.00105119410321518
60	ENSG00000185100	14	105190522	0.508993652312952
61	ENSG00000185344	12	124196864	0.148544548987358
62	ENSG00000186470	6	26365386	0.0131434503667582
63	ENSG00000186716	22	23521890	0.000427869655525083
64	ENSG00000189339	1	1592938	0.000125930453242548
65	ENSG00000196418	1	247285276	0.0288498017840483
66	ENSG00000196683	7	22852250	0.500871875433108
67	ENSG00000198231	17	61850962	0.49257685034267
68	ENSG00000198625	1	204485510	0.361931383104566
69	ENSG00000204267	6	32789609	0.639658054945913
70	ENSG00000205086	2	42162507	0.928680750289023
71	ENSG00000205269	6	11537937	0.180990329457402
72	ENSG00000213462	7	64451186	0.0853361555653738
73	ENSG00000235162	12	105629067	0.360429817561049
74	ENSG00000272047	6	158589383	0.404158433069289
