	SNP	Chromosome	Position	trait1
1	ENSG00000009950	7	73007523	0.161115223734121
2	ENSG00000063587	23	152599612	0.974188180998608
3	ENSG00000093000	22	45559721	0.680451117756896
4	ENSG00000099974	22	24309088	0.0928205563019028
5	ENSG00000102445	13	46916138	0.143496759254968
6	ENSG00000104626	8	8869172	0.202796633274205
7	ENSG00000105419	19	47906380	0.0811964302577352
8	ENSG00000105866	7	21467651	0.461801145747835
9	ENSG00000106018	7	158820865	0.24576854293322
10	ENSG00000106086	7	30068040	0.0379188708617861
11	ENSG00000106367	7	100797677	0.0912751592025636
12	ENSG00000106636	7	44240566	3.11232321878824e-07
13	ENSG00000106733	9	77675488	0.000640889794641597
14	ENSG00000108556	17	4801068	0.0869817543381795
15	ENSG00000111652	12	6832906	0.701297564848973
16	ENSG00000112294	6	24495079	0.00250621436498676
17	ENSG00000113812	3	53901092	0.0294121886949844
18	ENSG00000115827	2	172290726	0.300097978405542
19	ENSG00000117407	1	44398991	0.118415922669576
20	ENSG00000123415	12	54558528	0.0488121372755657
21	ENSG00000127328	12	70132460	0.163714187614896
22	ENSG00000128928	15	40697685	0.0285582839505195
23	ENSG00000130770	1	28562619	0.00623598860462196
24	ENSG00000133731	8	82570195	0.15070767074251
25	ENSG00000134987	5	110427413	0.179390939185354
26	ENSG00000136144	13	50106081	0.0375053959670869
27	ENSG00000139433	12	110288747	0.1825959987282
28	ENSG00000141012	16	88880141	0.000279948908222626
29	ENSG00000141580	17	80572437	0.0544225853766873
30	ENSG00000142794	1	21766620	0.266101346277289
31	ENSG00000143437	1	150782180	0.866718236342944
32	ENSG00000143622	1	155867598	0.127320091788031
33	ENSG00000145416	4	164445449	0.343920241251682
34	ENSG00000146530	7	12370510	0.0972978554474122
35	ENSG00000151553	10	116581502	0.316173750649984
36	ENSG00000151650	10	135050907	0.749161232005635
37	ENSG00000153147	4	144434615	0.743635451111179
38	ENSG00000154328	8	11627147	0.106985522502612
39	ENSG00000160305	21	47878811	0.427794442525019
40	ENSG00000163820	3	45959395	0.0061671335159878
41	ENSG00000163945	4	1341053	0.444539836480742
42	ENSG00000165629	10	7830091	0.918965441943728
43	ENSG00000166037	11	95523128	0.41566613583311
44	ENSG00000166548	16	66547650	0.360838661192169
45	ENSG00000167526	16	89627064	0.93997832059377
46	ENSG00000168397	2	242576627	0.62158172226282
47	ENSG00000168779	3	157814947	0.00928890357978487
48	ENSG00000171860	12	8210897	0.734270836596695
49	ENSG00000171903	19	16023176	0.491473902551698
50	ENSG00000172014	9	69381811	0.0304599240688757
51	ENSG00000173258	9	114287438	0.00862236789921828
52	ENSG00000175137	1	249104647	0.455782327728647
53	ENSG00000175387	18	45357921	0.849511851090194
54	ENSG00000179344	6	32627243	0.00447084958876785
55	ENSG00000181649	11	2949502	4.85230730562208e-06
56	ENSG00000182195	23	140269933	0.248394320367175
57	ENSG00000182253	15	99638419	0.395435947162252
58	ENSG00000183186	19	405437	0.969266991031733
59	ENSG00000183549	16	20420855	0.0611062102770601
60	ENSG00000185100	14	105190522	0.40896781023013
61	ENSG00000185344	12	124196864	0.148544548987358
62	ENSG00000186470	6	26365386	0.0690682636816247
63	ENSG00000186716	22	23521890	0.00266606991464399
64	ENSG00000189339	1	1592938	0.00724100626159516
65	ENSG00000196418	1	247285276	0.212386221905096
66	ENSG00000196683	7	22852250	0.659298462529116
67	ENSG00000198231	17	61850962	0.726200576666898
68	ENSG00000198625	1	204485510	0.689653632735133
69	ENSG00000204267	6	32789609	0.444708422823324
70	ENSG00000205086	2	42162507	0.96798657828882
71	ENSG00000205269	6	11537937	0.514072319636439
72	ENSG00000213462	7	64451186	0.0853361555653738
73	ENSG00000235162	12	105629067	0.360429817561049
74	ENSG00000272047	6	158589383	0.661850575268058
