	SNP	Chromosome	Position	trait1
1	ENSG00000007908	1	169691780	4.17570528241355e-07
2	ENSG00000009950	7	73007523	0.338031908895964
3	ENSG00000010165	1	171750787	0.00279533944386566
4	ENSG00000011198	3	43731604	0.0434026037088679
5	ENSG00000012061	19	45910590	6.03927611731525e-05
6	ENSG00000026652	6	161551010	0.104240303513262
7	ENSG00000037637	1	16573333	0.00479860979984587
8	ENSG00000038532	16	11038344	0.403970986041208
9	ENSG00000047597	23	37545011	0.0155217085850525
10	ENSG00000049239	1	9294833	0.0175714575292825
11	ENSG00000053372	1	19578032	1.79681320731789e-06
12	ENSG00000054523	1	10270862	4.38717011172436e-05
13	ENSG00000060069	18	77439800	0.380765740101533
14	ENSG00000062725	17	58520519	3.10987441453033e-06
15	ENSG00000063438	5	304290	0.787582951908953
16	ENSG00000063587	23	152599612	0.24581466696965
17	ENSG00000063660	2	241375087	0.00569181612064664
18	ENSG00000064218	9	976963	0.00367070997239761
19	ENSG00000064666	19	1026297	0.964406959671522
20	ENSG00000065308	6	52362199	0.526037203179225
21	ENSG00000067141	15	73344050	0.0628965730950787
22	ENSG00000067334	1	94333372	0.412990581307659
23	ENSG00000067840	23	153067620	0.000171204863093195
24	ENSG00000070018	12	12268958	0.00042271080591462
25	ENSG00000071553	23	153656977	0.000206681286204861
26	ENSG00000071794	3	148747913	0.186128111606115
27	ENSG00000072756	3	3168599	0.591875051364416
28	ENSG00000073150	22	50609159	0.23698485271659
29	ENSG00000074410	15	63613576	0.738689381881734
30	ENSG00000075142	7	87834432	0.543958478670263
31	ENSG00000075651	3	171318194	0.143870570784287
32	ENSG00000077044	2	234263152	0.691146325504125
33	ENSG00000078124	11	76571910	0.738987408878753
34	ENSG00000078902	11	1295600	0.0286849660044061
35	ENSG00000080345	2	152266396	0.218811074172771
36	ENSG00000080644	15	78885393	0.922373123562061
37	ENSG00000081692	1	227918125	0.00129969107445641
38	ENSG00000082781	3	124480794	0.108615558639379
39	ENSG00000085449	2	224740063	0.645637740786995
40	ENSG00000087470	12	32832133	0.0772432904595063
41	ENSG00000093000	22	45559721	0.106812954674899
42	ENSG00000099942	22	21271713	0.0760142857017275
43	ENSG00000099974	22	24309088	0.123745669633624
44	ENSG00000100220	22	32783568	0.906282131561183
45	ENSG00000100228	22	23487512	0.696984950041361
46	ENSG00000100426	22	50247489	4.22506428331491e-09
47	ENSG00000100605	14	93403258	0.160680276025941
48	ENSG00000101188	20	61340188	0.219137496446243
49	ENSG00000101204	20	61975420	3.61826973158554e-11
