	SNP	Chromosome	Position	trait1
1	ENSG00000173875	19	12721731	9.28906574891679e-08
2	ENSG00000106636	7	44240566	3.11232321878824e-07
3	ENSG00000173578	3	46058515	8.28774359125081e-07
4	ENSG00000181649	11	2949502	4.85230730562208e-06
5	ENSG00000171873	20	4201328	2.0105164203467e-05
6	ENSG00000167105	17	48348766	5.41656076866435e-05
7	ENSG00000151498	11	134123388	0.000139654492196463
8	ENSG00000101188	20	61340188	0.000237832527790857
9	ENSG00000141012	16	88880141	0.000279948908222626
10	ENSG00000112742	6	80713603	0.000310576003233922
11	ENSG00000065308	6	52362199	0.000320464327370563
12	ENSG00000135862	1	182992594	0.000394598010029038
13	ENSG00000178988	4	6709427	0.000552232790311801
14	ENSG00000106733	9	77675488	0.000640889794641597
15	ENSG00000110218	11	93862093	0.000879110134300283
16	ENSG00000173638	21	46913485	0.000969469222052749
17	ENSG00000186951	22	46546423	0.00139918950062471
18	ENSG00000136273	7	47735327	0.00140540456346899
19	ENSG00000108960	17	53469973	0.00170467466050898
20	ENSG00000249992	3	45265957	0.00171096840031118
21	ENSG00000082781	3	124480794	0.00184022105774828
22	ENSG00000112294	6	24495079	0.00250621436498676
23	ENSG00000122591	7	22980877	0.00255603138256165
24	ENSG00000186716	22	23521890	0.00266606991464399
25	ENSG00000122971	12	121163537	0.00273444439787225
26	ENSG00000116260	1	180123968	0.00286047284285002
27	ENSG00000164048	3	48282589	0.00293634784606707
28	ENSG00000107957	10	105348284	0.00315164274699891
29	ENSG00000136378	15	79051544	0.00371268052667759
30	ENSG00000198624	5	150560612	0.00435683243395856
31	ENSG00000179344	6	32627243	0.00447084958876785
32	ENSG00000163820	3	45959395	0.0061671335159878
33	ENSG00000130770	1	28562619	0.00623598860462196
34	ENSG00000105928	7	24737971	0.00630965473579829
35	ENSG00000174917	19	5678431	0.00655215319168993
36	ENSG00000053372	1	19578032	0.00694050977100546
37	ENSG00000189339	1	1592938	0.00724100626159516
38	ENSG00000063660	2	241375087	0.00726026432647821
39	ENSG00000120256	6	150139933	0.00778801722735665
40	ENSG00000100228	22	23487512	0.0079733691399217
41	ENSG00000146802	7	112402436	0.00825489315718776
42	ENSG00000173258	9	114287438	0.00862236789921828
43	ENSG00000145388	4	119606522	0.00863520289561229
44	ENSG00000168779	3	157814947	0.00928890357978487
45	ENSG00000153933	17	54911459	0.0111985878578293
46	ENSG00000235942	1	152815343	0.0132927020246693
47	ENSG00000087470	12	32832133	0.0136016755835064
48	ENSG00000161048	7	102740222	0.0149402214512646
49	ENSG00000123684	1	211916798	0.0151340907123821
50	ENSG00000198373	16	69796208	0.0156162854020388
51	ENSG00000170915	6	52226218	0.0160413457481287
52	ENSG00000146833	7	99474580	0.016139528062291
53	ENSG00000125637	2	113914901	0.016575152658435
54	ENSG00000144369	2	187558697	0.0168772152297441
55	ENSG00000186300	19	2841432	0.0175729623747679
56	ENSG00000247077	12	133287404	0.0185656480114222
57	ENSG00000178722	5	60933534	0.0188220832001141
58	ENSG00000073150	22	50609159	0.0190991910992534
59	ENSG00000047597	23	37545011	0.0198499299621933
60	ENSG00000250305	8	12803150	0.0200638267347791
61	ENSG00000176410	7	73095298	0.0209058025504953
62	ENSG00000175893	9	14611068	0.0215265126726631
63	ENSG00000114850	3	156257928	0.023820270922653
64	ENSG00000112139	6	37600283	0.0280145776291462
65	ENSG00000152256	2	173420100	0.028247656851708
66	ENSG00000128928	15	40697685	0.0285582839505195
67	ENSG00000113812	3	53901092	0.0294121886949844
68	ENSG00000153012	4	25000468	0.0296099498042334
69	ENSG00000172014	9	69381811	0.0304599240688757
70	ENSG00000185070	14	85996487	0.0304636389193509
71	ENSG00000071794	3	148747913	0.0306716569699974
72	ENSG00000164828	7	891586	0.0331295234497513
73	ENSG00000064218	9	976963	0.0356564628536288
74	ENSG00000136193	7	29959718	0.0358908480066467
75	ENSG00000141905	19	3359560	0.0369692194811195
76	ENSG00000136144	13	50106081	0.0375053959670869
77	ENSG00000158006	1	26286257	0.0377376523848165
78	ENSG00000106086	7	30068040	0.0379188708617861
79	ENSG00000063438	5	304290	0.0395304626502106
80	ENSG00000167513	16	88869620	0.0396503106522933
81	ENSG00000174600	12	108681820	0.0400762920288831
82	ENSG00000138092	2	25016013	0.0415326487456868
83	ENSG00000080644	15	78885393	0.041933307465879
