,idx,beta,pval,cilb,ciub,i2,tau2,symbol
ENSG00000188783.5,25727,-2.43424454834226,1.63861625584413e-15,-3.03316715610791,-1.83532194057661,97.8144930720363,1.91861091375895,PRELP
ENSG00000198624.11,37733,-1.82363300417437,4.25534769198537e-14,-2.29685986650151,-1.35040614184722,98.6232918431373,1.2316226380207,CCDC69
ENSG00000106018.12,22043,-1.90230802087715,4.93943506419132e-13,-2.41821758220548,-1.38639845954881,96.0870621896131,1.41961953247205,VIPR2
ENSG00000196914.7,23333,-0.430379663808028,5.3729499672899e-12,-0.552712499729213,-0.308046827886844,91.9630427003137,0.0690696969425104,ARHGEF12
ENSG00000171303.6,26772,-2.49347424471822,1.50311013489611e-11,-3.21774953923483,-1.76919895020161,98.3218445999999,2.87077388520114,KCNK3
ENSG00000101204.14,34315,-3.79136986068186,3.61826973158554e-11,-4.91405238332435,-2.66868733803938,96.5658959000985,6.51688908977848,CHRNA4
ENSG00000205269.5,7371,-0.923682537184696,4.73632897697089e-11,-1.19885891366193,-0.648506160707465,97.2277060343758,0.422520525007165,TMEM170B
ENSG00000263812.4,24843,-2.66616286075004,4.94930199178348e-10,-3.50619374424559,-1.82613197725449,98.4523879101675,3.99630813416205,LINC00908
ENSG00000153446.14,40094,-3.06184482936231,8.10489777136797e-10,-4.03876862300396,-2.08492103572066,99.1542986492633,5.48810552578919,C16orf89
ENSG00000183549.9,8890,-2.4521718238149,4.7436685202028e-09,-3.2729080483674,-1.63143559926239,98.6853724497528,3.69380925020688,ACSM5
ENSG00000136842.12,1649,-1.98734834505898,8.29905504237477e-09,-2.66332010751101,-1.31137658260695,98.7155027022036,2.50258592225216,TMOD1
