	SNP	Chromosome	Position	trait1
1	ENSG00000007908	1	169691780	0.198467765896601
2	ENSG00000063587	23	152599612	0.962522077705371
3	ENSG00000099974	22	24309088	0.000848334636101339
4	ENSG00000101204	20	61975420	0.648540413683643
5	ENSG00000110218	11	93862093	7.37630647070118e-09
6	ENSG00000113812	3	53901092	0.00116847760522904
7	ENSG00000123415	12	54558528	0.0115630009481312
8	ENSG00000134250	1	120454175	0.0197646726168265
9	ENSG00000143622	1	155867598	0.223660396700104
10	ENSG00000145416	4	164445449	0.307260906766829
11	ENSG00000146530	7	12370510	0.0505104135168929
12	ENSG00000151553	10	116581502	0.141488954920849
13	ENSG00000163945	4	1341053	0.0709347412819875
14	ENSG00000173039	11	65421066	0.170994112873335
15	ENSG00000175137	1	249104647	0.430453331555062
16	ENSG00000175643	16	11343475	0.0268752627039644
17	ENSG00000179344	6	32627243	0.000969231823790578
18	ENSG00000182253	15	99638419	0.593399280501621
19	ENSG00000186470	6	26365386	0.0131434503667582
20	ENSG00000186529	19	15751706	0.551203998018293
21	ENSG00000186716	22	23521890	0.000427869655525083
22	ENSG00000189339	1	1592938	0.000125930453242548
23	ENSG00000196418	1	247285276	0.0288498017840483
24	ENSG00000196683	7	22852250	0.500871875433108
25	ENSG00000198231	17	61850962	0.49257685034267
26	ENSG00000204267	6	32789609	0.639658054945913
