"","SNP","Chromosome","Position","trait1"
"1","rs9669556",12,2045650,"0.4843"
"2","rs4963770",12,24720616,"0.005626"
"3","rs79590253",12,67960198,"0.9871"
"4","rs75993826",12,74686380,"0.7946"
"5","rs11614926",12,126447605,"0.008322"
"6","rs114082805",12,126957304,"0.4946"
"7","rs1617132",12,127256688,"0.2621"
"8","rs2398500",12,130519293,"0.6011"
"9","rs626396",12,130520248,"0.9811"
"10","rs139397384",12,131687323,"0.3356"
"11","rs11614913",12,54385595,"0.8838"
"12","rs17855934",12,95694109,"0.8802"
"13","rs3825175",12,122079443,"0.697"
"14","rs1059422",12,32896366,"0.5529"
"15","rs3200103",12,32896366,"0.5526"
"16","rs10778148",12,102158775,"0.02685"
"17","rs4764678",12,102315594,"0.9356"
"18","rs200653714",12,104851182,"0.6603"
"19","rs78943618",12,108684523,"0.3094"
"20","rs3741778",12,109182051,"0.3185"
"21","rs916974",12,113447013,"0.06497"
"22","rs3741698",12,115109220,"0.2309"
"23","rs79564336",12,115109512,"0.5138"
"24","rs1051077",12,118582907,"0.49"
"25","rs3916",12,121177274,"0.7201"
"26","rs3916",12,121177274,"0.7201"
"27","rs3825175",12,122079439,"0.697"
"28","rs10846654",12,124799459,"0.6284"
"29","rs1071862",12,125398016,"0.9497"
"30","rs2110596",12,12940826,"0.66"
"31","rs12366842",12,13061452,"0.257"
"32","rs12366842",12,13061452,"0.257"
"33","rs76655496",12,132416814,"0.5289"
"34","rs12317704",12,132562288,"0.6089"
"35","rs11548877",12,133297673,"0.6406"
"36","rs76891258",12,133298411,"0.2654"
"37","rs905226",12,133683257,"0.1527"
"38","rs12305038",12,20522253,"0.7875"
"39","rs60571683",12,21069051,"0.9749"
"40","rs12581522",12,22354465,"0.9758"
"41","rs12581521",12,22354465,"0.9441"
"42","rs11047654",12,24967848,"0.6066"
"43","rs12587",12,25358828,"0.6338"
"44","rs1495660",12,26217565,"0.5366"
"45","rs3759297",12,32137834,"0.08314"
"46","rs3759297",12,32137834,"0.08314"
"47","rs79393011",12,32886672,"0.1299"
"48","rs2269828",12,47471415,"0.2604"
"49","rs142753905",12,49086789,"0.696"
"50","rs2233921",12,54575799,"0.4099"
"51","rs1140681",12,54651474,"0.281"
"52","rs74671556",12,56498314,"0.4946"
"53","rs74603322",12,56664429,"0.5687"
"54","rs2229716",12,57626584,"0.3708"
"55","rs117405300",12,58003269,"0.1841"
"56","rs12354",12,6500103,"0.452"
"57","rs12354",12,6500103,"0.452"
"58","rs7311657",12,65270436,"0.7138"
"59","rs192132433",12,69004744,"0.05624"
"60","rs35090239",12,69139944,"0.3397"
"61","rs146918422",12,72094980,"0.05471"
"62","rs3741857",12,8185550,"0.4212"
"63","rs17855656",12,8374790,"0.3443"
"64","rs17028453",12,98928490,"0.8531"
"65","rs7974559",12,5023954,"0.07709"
"66","rs61751302",12,6062680,"0.8823"
"67","rs41276736",12,6125717,"0.06943"
"68","rs41276736",12,6125717,"0.06943"
"69","rs2041384",12,6562281,"0.07258"
"70","rs2041384",12,6562281,"0.07258"
"71","rs11559082",12,6602363,"0.8886"
"72","rs9478",12,6840714,"0.3628"
"73","rs3213428",12,6928905,"0.6778"
"74","rs11612427",12,6935979,"0.04161"
"75","rs710415",12,7023124,"0.1169"
"76","rs117072358",12,7585978,"0.05598"
"77","rs7980201",12,7640587,"0.2033"
"78","rs139963560",12,7869750,"0.8055"
"79","rs11055941",12,7966848,"0.1576"
"80","rs10846018",12,7985320,"0.8042"
"81","rs371049489",12,8088743,"0.8501"
"82","rs7842",12,8211168,"0.2143"
"83","rs190187287",12,8211245,"0.9343"
"84","rs201241224",12,8375176,"0.8019"
"85","rs12307097",12,8756580,"0.6298"
"86","rs56225306",12,8926121,"0.4395"
"87","rs3026251",12,9161623,"0.5951"
"88","rs12230214",12,9346793,"0.7963"
"89","rs74715174",12,10065928,"0.2793"
"90","rs77910243",12,10224071,"0.7809"
"91","rs148373579",12,10251493,"0.003725"
"92","rs17808009",12,10311927,"0.09425"
"93","rs4764308",12,10339179,"0.2158"
"94","rs7248",12,10375301,"0.004459"
"95","rs1049172",12,10525759,"0.2962"
"96","rs1052871",12,10758693,"0.7157"
"97","rs144614950",12,11244585,"0.8236"
"98","rs61737269",12,11420943,"0.7555"
"99","rs61739220",12,12247791,"0.1848"
"100","rs71457130",12,12271573,"0.7065"
"101","rs1012672",12,12284940,"0.8417"
